CPA 2.1,Name,Include,Exclude,URI
20.12,Dyes and pigments,,,2012
20.12.1,"Oxides, peroxides and hydroxides",,,20121
20.12.11,Zinc oxide and peroxide; titanium oxides,,,201211
20.12.12,"Chromium, manganese, lead and copper oxides and hydroxides",,,201212
20.12.19,"Other metal oxides, peroxides and hydroxides",,,201219
20.12.2,Tanning or dyeing extracts; tannins and their derivatives; colouring matter n.e.c.,,,20122
20.12.21,Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores; colour lakes and preparations based thereon,,,201221
20.12.22,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives; colouring matter of vegetable or animal origin",,"This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52",201222
20.12.23,Synthetic organic tanning substances; inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,,,201223
20.12.24,Colouring matter n.e.c.; inorganic products of a kind used as luminophores,,,201224
20.12.9,Sub-contracted operations as part of manufacturing of dyes and pigments,,,20129
20.12.99,Sub-contracted operations as part of manufacturing of dyes and pigments,,,201299
20.13,Other inorganic basic chemicals,,,2013
20.13.1,Enriched uranium and plutonium; depleted uranium and thorium; other radioactive elements,,,20131
20.13.11,Enriched uranium and plutonium and their compounds,,,201311
20.13.12,Depleted uranium and thorium and their compounds,,,201312
20.13.13,"Other radioactive elements and isotopes and compounds; alloys, dispersions, ceramic products and mixtures containing these elements, isotopes or compounds",,,201313
20.13.14,"Fuel elements (cartridges), non-irradiated, for nuclear reactors",,,201314
20.13.2,Chemical elements n.e.c.; inorganic acids and compounds,,,20132
20.13.21,Metalloids,,,201321
20.13.22,Halogen or sulphur compounds of non-metals,,,201322
20.13.23,"Alkali or alkaline-earth metals; rare earth metals, scandium and yttrium; mercury",,,201323
20.13.24,Hydrogen chloride; oleum; diphosphorus pentaoxide; other inorganic acids; silicon and sulphur dioxide,,,201324
20.13.25,"Oxides, hydroxides and peroxides; hydrazine and hydroxylamine and their inorganic salts",,,201325
20.13.3,"Metallic halogenates; hypochlorites, chlorates and perchlorates",,,20133
20.13.31,Metallic halogenates,,,201331
20.13.32,"Hypochlorites, chlorates and perchlorates",,,201332
20.13.4,"Sulphides, sulphates; nitrates, phosphates and carbonates",,,20134
20.13.41,"Sulphides, sulphites and sulphates",,"This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52",201341
20.13.42,"Phosphinates, phosphonates, phosphates, polyphosphates and nitrates (except of potassium)",,"This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52
- potassium nitrates, see 20.15.76",201342
20.13.43,Carbonates,,,201343
20.13.5,Salts of other metals,,,20135
20.13.51,Salts of oxometallic or peroxometallic acids; colloidal precious metals,,,201351
20.13.52,"Inorganic compounds n.e.c., including distilled water; amalgams other than amalgams of precious metals",,"This subcategory excludes:
- amalgams of precious metals, see 20.13.51",201352
20.13.6,Other inorganic basic chemicals n.e.c.,,,20136
20.13.61,Isotopes n.e.c. and compounds thereof (including heavy water),,,201361
20.13.62,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perborates; other salts of inorganic acids or peroxoacids",,"This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52",201362
20.13.63,Hydrogen peroxide,,,201363
20.13.64,"Phosphides, carbides, hydrides, nitrides, azides, silicides and borides",,"This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52",201364
20.13.65,"Compounds of rare earth metals, of yttrium or of scandium",,,201365
20.13.66,"Sulphur, except sublimed sulphur, precipitated sulphur and colloidal sulphur",,,201366
20.13.67,Roasted iron pyrites,,,201367
20.13.68,"Piezo-electric quartz; other synthetic or reconstructed precious or semi-precious stones, unworked",,,201368
20.13.9,Sub-contracted operations as part of manufacturing of other inorganic basic chemicals,,,20139
20.13.99,Sub-contracted operations as part of manufacturing of other inorganic basic chemicals,,,201399
20.14,Other organic basic chemicals,,,2014
20.14.1,Hydrocarbons and their derivatives,,,20141
20.14.11,Acyclic hydrocarbons,,,201411
20.14.12,Cyclic hydrocarbons,,,201412
20.14.13,Chlorinated derivatives of acyclic hydrocarbons,,,201413
20.14.14,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated",,,201414
20.14.19,Other derivatives of hydrocarbons,,,201419
20.14.2,"Alcohols, phenols, phenol-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; industrial fatty alcohols",,,20142
20.14.21,Industrial fatty alcohols,,,201421
20.14.22,Monohydric alcohols,,,201422
20.14.23,"Diols, polyalcohols, cyclical alcohols and derivatives thereof",,,201423
20.14.24,Phenols; phenol-alcohols and derivatives of phenols,,,201424
20.14.3,Industrial monocarboxylic fatty acids; carboxylic acids and their derivatives,,,20143
20.14.31,Industrial monocarboxylic fatty acids; acid oils from refining,,,201431
20.14.32,Saturated acyclic monocarboxylic acids and their derivatives,,,201432
20.14.33,"Unsaturated monocarboxylic, cyclanic, cyclenic or cycloterpenic acyclic polycarboxylic acids and their derivatives",,,201433
20.14.34,"Aromatic polycarboxylic and carboxylic acids with additional oxygen functions; and their derivatives, except salicylic acid and its salts",,"This subcategory excludes:
- salicylic acid and its salts, see 21.10.10",201434
20.14.4,Organic compounds with nitrogen functions,,,20144
20.14.41,Amine function compounds,,,201441
20.14.42,"Oxygen-function amino-compounds, except lysine and glutamic acid",,"This subcategory excludes:
- lysine and glutamic acid, see 21.10.20",201442
20.14.43,"Ureines; carboxymide-function compounds, nitrile function compounds; derivatives thereof",,,201443
20.14.44,Compounds with other nitrogen functions,,,201444
20.14.5,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.,,,20145
20.14.51,Organo-sulphur and other organo-inorganic compounds,,,201451
20.14.52,Heterocyclic compounds n.e.c.; nucleic acids and their salts,,"This subcategory excludes:
-non-chemically defined compounds of mercury, see 20.13.52",201452
20.14.53,"Phosphoric esters and their salts or esters of other inorganic acids (excluding esters of hydrogen halides) and their salts; and their halogenated, sulphonated, nitrated or nitrosated derivatives",,,201453
20.14.6,"Ethers, organic peroxides, epoxides, acetals and hemiacetals; other organic compounds",,,20146
20.14.61,Aldehyde function compounds,,,201461
20.14.62,Ketone and quinone function compounds,,,201462
20.14.63,"Ethers, organic peroxides, epoxides, acetals and hemiacetals and their derivatives",,,201463
20.14.64,Enzymes and other organic compounds n.e.c.,,,201464
20.14.7,Miscellaneous basic organic chemical products,,,20147
20.14.71,Derivates of vegetable or resin products,,,201471
20.14.72,Wood charcoal,,,201472
20.14.73,"Oils and other products of the distillation of high temperature coal tar, and similar products",,,201473
20.14.74,Undenatured ethyl alcohol of alcoholic strength by volume of ≥ 80%,,,201474
20.14.75,"Ethyl alcohol and other spirits, denatured, of any strength",,,201475
20.14.8,"Residual lyes from the manufacture of wood pulp, excluding tall oil",,"This category excludes:
- tall oil, see 20.14.71",20148
20.14.80,"Residual lyes from the manufacture of wood pulp, excluding tall oil",,"This subcategory excludes:
- tall oil, see 20.14.71",201480
20.14.9,Sub-contracted operations as part of manufacturing of other organic basic chemicals,,,20149
20.14.99,Sub-contracted operations as part of manufacturing of other organic basic chemicals,,,201499
20.15,Fertilisers and nitrogen compounds,,,2015
20.15.1,Nitric acid; sulphonitric acids; ammonia,,,20151
20.15.10,Nitric acid; sulphonitric acids; ammonia,,,201510
20.15.2,Ammonium chloride; nitrites,,,20152
20.15.20,Ammonium chloride; nitrites,,,201520
20.15.3,"Nitrogenous fertilisers, mineral or chemical",,,20153
20.15.31,Urea,,"This subcategory excludes:
- urea and ammonium nitrate solutions, see 20.15.36",201531
20.15.32,Ammonium sulphate,,,201532
20.15.33,Ammonium nitrate,,,201533
20.15.34,Double salts and mixtures of calcium nitrate and ammonium nitrate,,,201534
20.15.35,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances,,"This subcategory excludes:
- urea and ammonium nitrate solutions, see 20.15.36",201535
20.15.36,Urea and ammonium nitrate solutions,,,201536
20.15.39,Other nitrogenous fertilisers and mixtures n.e.c.,,"This subcategory excludes:
- urea and ammonium nitrate solutions, see 20.15.36",201539
20.15.4,"Phosphatic fertilisers, mineral or chemical",,,20154
20.15.41,Superphosphates,,,201541
20.15.49,Other phosphatic fertilisers,,,201549
20.15.5,"Potassic fertilisers, mineral or chemical",,,20155
20.15.51,Potassium chloride (muriate of potash),,,201551
20.15.52,Potassium sulphate (sulphate of potash),,,201552
20.15.59,Other potassic fertilisers,,,201559
20.15.6,Sodium nitrate,,,20156
20.15.60,Sodium nitrate,,,201560
20.15.7,Fertilisers n.e.c.,,,20157
20.15.71,"Fertilisers containing three nutrients: nitrogen, phosphorus and potassium",,,201571
20.15.72,Diammonium hydrogenorthophosphate (diammonium phosphate),,,201572
20.15.73,Monoammonium phosphate,,,201573
20.15.74,Fertilisers containing two nutrients: nitrogen and phosphorus,,,201574
20.15.75,Fertilisers containing two nutrients: phosphorus and potassium,,,201575
20.15.76,Potassium nitrates,,,201576
20.15.79,"Mineral or chemical fertilisers containing at least two nutrients (nitrogen, phosphate, potash) n.e.c.",,,201579
20.15.8,Animal or vegetable fertilisers n.e.c.,,,20158
20.15.80,Animal or vegetable fertilisers n.e.c.,,,201580
20.15.9,Sub-contracted operations as part of manufacturing of fertilisers and nitrogen compounds,,,20159
20.15.99,Sub-contracted operations as part of manufacturing of fertilisers and nitrogen compounds,,,201599
20.16,Plastics in primary forms,,,2016
20.16.1,"Polymers of ethylene, in primary forms",,,20161
20.16.10,"Polymers of ethylene, in primary forms",,,201610
20.16.2,"Polymers of styrene, in primary forms",,,20162
20.16.20,"Polymers of styrene, in primary forms",,,201620
20.16.3,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",,,20163
20.16.30,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",,,201630
20.16.4,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms",,,20164
20.16.40,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms",,,201640
20.16.5,Other plastics in primary forms; ion exchangers,,,20165
20.16.51,"Polymers of propylene or of other olefins, in primary forms",,,201651
20.16.52,"Polymers of vinyl acetate or of other vinyl esters and other vinyl polymers, in primary forms",,,201652
20.16.53,"Acrylic polymers, in primary forms",,,201653
20.16.54,"Polyamides, in primary forms",,,201654
20.16.55,"Urea resins, thiourea resins and melamine resins, in primary forms",,,201655
20.16.56,"Other amino-resins, phenolic resins and polyurethanes, in primary forms",,,201656
20.16.57,"Silicones, in primary forms",,,201657
20.16.59,"Other plastics, in primary forms, n.e.c.",,,201659
20.16.9,Sub-contracted operations as part of manufacturing of plastics in primary forms,,,20169
20.16.99,Sub-contracted operations as part of manufacturing of plastics in primary forms,,,201699
20.17,Synthetic rubber in primary forms,,,2017
20.17.1,Synthetic rubber in primary forms,,,20171
20.17.10,Synthetic rubber in primary forms,,,201710
20.17.9,Sub-contracted operations as part of manufacturing of synthetic rubber in primary forms,,,20179
20.17.99,Sub-contracted operations as part of manufacturing of synthetic rubber in primary forms,,,201799
20.2,Pesticides and other agrochemical products,,,202
20.20,Pesticides and other agrochemical products,,,2020
20.20.1,Pesticides and other agrochemical products,,,20201
20.20.11,Insecticides,,"This subcategory excludes: 
- hazardous pesticides, see 20.20.16",202011
20.20.12,Herbicides,,"This subcategory excludes: 
- hazardous pesticides, see 20.20.16",202012
20.20.13,Anti-sprouting products and plant growth regulators,,"This subcategory excludes: 
- hazardous pesticides, see 20.20.16",202013
20.20.14,Disinfectants,,"This subcategory excludes: 
- hazardous pesticides, see 20.20.16",202014
20.20.15,Fungicides,,"This subcategory excludes: 
- hazardous pesticides, see 20.20.16",202015
20.20.16,Hazardous pesticides,,,202016
20.20.19,Other pesticides and other agrochemical products,,,202019
20.20.9,Sub-contracted operations as part of manufacturing of pesticides and other agro-chemical products,,,20209
20.20.99,Sub-contracted operations as part of manufacturing of pesticides and other agro-chemical products,,,202099
20.3,"Paints, varnishes and similar coatings, printing ink and mastics",,,203
20.30,"Paints, varnishes and similar coatings, printing ink and mastics",,,2030
20.30.1,Paints and varnishes based on polymers,,,20301
20.30.11,"Paints and varnishes based on acrylic or vinyl polymers, in an aqueous medium",,,203011
20.30.12,"Paints and varnishes based on polyesters, acrylic or vinyl polymers, in a non-aqueous medium; solutions",,,203012
20.30.2,Other paints and varnishes and related products; artists' colour and printing ink,,,20302
20.30.21,"Prepared pigments, opacifiers and colours, vitrifiable enamels and glazes, engobes, liquid lustres and the like; glass frit",,,203021
20.30.22,Other paints and varnishes; prepared driers,,,203022
20.30.23,"Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like",,,203023
20.30.24,Printing ink,,,203024
20.30.9,"Sub-contracted operations as part of manufacturing of paints, varnishes and similar coatings, printing ink and mastics",,,20309
20.30.99,"Sub-contracted operations as part of manufacturing of paints, varnishes and similar coatings, printing ink and mastics",,,203099
20.4,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",,,204
20.41,"Soap and detergents, cleaning and polishing preparations",,,2041
20.41.1,Glycerol,,,20411
20.41.10,Glycerol,,,204110
20.41.2,"Organic surface-active agents, except soap",,"This category excludes:
- soap, see 20.41.31
- toilet soap, see 20.42.19",20412
20.41.20,"Organic surface-active agents, except soap",,"This subcategory excludes:
- soap, see 20.41.31
- toilet soap, see 20.42.19",204120
20.41.3,"Soap, washing and cleaning preparations",,,20413
20.41.31,"Soap and organic surface-active products and preparations for use as soap; paper, wadding, felt and non-wovens, impregnated, coated or covered with soap or detergent",,,204131
20.41.32,Detergents and washing preparations,,,204132
20.41.4,Odoriferous preparations and waxes,,,20414
20.41.41,Preparations for perfuming or deodorising rooms,,,204141
20.41.42,Artificial waxes and prepared waxes,,,204142
20.41.43,"Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal",,,204143
20.41.44,Scouring pastes and powders and other scouring preparations,,,204144
20.41.9,"Sub-contracted operations as part of manufacturing of soap and detergents, cleaning and polishing preparations",,,20419
20.41.99,"Sub-contracted operations as part of manufacturing of soap and detergents, cleaning and polishing preparations",,,204199
20.42,Perfumes and toilet preparations,,,2042
20.42.1,Perfumes and toilet preparations,,,20421
20.42.11,Perfumes and toilet waters,,,204211
20.42.12,Lip and eye make-up preparations,,,204212
20.42.13,Manicure or pedicure preparations,,,204213
20.42.14,Powders for cosmetic or toilet use,,,204214
20.42.15,"Beauty, make-up or skin-care preparations (including sun tan preparations) n.e.c.",,,204215
20.42.16,"Shampoos, hair lacquers, preparations for permanent waving or straightening",,,204216
20.42.17,Lotions and other preparations for use on the hair n.e.c.,,,204217
20.42.18,"Preparations for oral or dental hygiene (including denture fixative pastes and powders), dental floss",,,204218
20.42.19,"Shaving preparations; personal deodorants and antiperspirants; bath preparations; other perfumery, cosmetic or toilet preparations n.e.c.",,,204219
20.42.9,Sub-contracted operations as part of manufacturing of perfumes and toilet preparations,,,20429
20.42.99,Sub-contracted operations as part of manufacturing of perfumes and toilet preparations,,,204299
20.5,Other chemical products,,,205
20.51,Explosives,,,2051
20.51.1,Prepared explosives; safety fuses; percussion or detonating gaps; igniters; electric detonators; fireworks,,,20511
20.51.11,Propellant powders and prepared explosives,,,205111
20.51.12,Safety fuses; detonating fuses; caps; igniters; electric detonators,,,205112
20.51.13,Fireworks,,,205113
20.51.14,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles, excluding fireworks",,"This subcategory excludes:
- fireworks, see 20.51.13",205114
20.51.2,Matches,,,20512
20.51.20,Matches,,,205120
20.51.9,Sub-contracted operations as part of manufacturing of explosives,,,20519
20.51.99,Sub-contracted operations as part of manufacturing of explosives,,,205199
20.52,Glues,,,2052
20.52.1,Glues,,,20521
20.52.10,Glues,,,205210
20.52.9,Sub-contracted operations as part of manufacturing of glues,,,20529
20.52.99,Sub-contracted operations as part of manufacturing of glues,,,205299
20.53,Essential oils,,,2053
20.53.1,Essential oils,,,20531
20.53.10,Essential oils,,,205310
20.53.9,Sub-contracted operations as part of manufacturing of essential oils,,,20539
20.53.99,Sub-contracted operations as part of manufacturing of essential oils,,,205399
20.59,Other chemical products n.e.c.,,,2059
20.59.1,"Photographic plates and film, instant print film; chemical preparations and unmixed products for photographic uses",,,20591
20.59.11,"Photographic plates and film and instant print film, sensitised, unexposed; photographic paper",,,205911
20.59.12,Sensitising emulsions for photographic uses; chemical preparations for photographic uses n.e.c.,,,205912
20.59.2,Chemically modified animal or vegetable fats and oils; inedible mixtures of animal or vegetable fats or oils,,,20592
20.59.20,Chemically modified animal or vegetable fats and oils; inedible mixtures of animal or vegetable fats or oils,,,205920
20.59.3,Writing or drawing ink and other inks,,,20593
20.59.30,Writing or drawing ink and other inks,,,205930
20.59.4,Lubricating preparations; additives; anti-freezing preparations,,,20594
20.59.41,Lubricating preparations,,,205941
20.59.42,Anti-knock preparations; additives for mineral oils and similar products,,,205942
20.59.43,Hydraulic brake fluids; anti-freezing preparations and prepared de-icing fluids,,,205943
20.59.5,Miscellaneous chemical products,,,20595
20.59.51,"Peptones, other protein substances and their derivatives n.e.c.; hide powder",,"This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52",205951
20.59.52,Modelling pastes; dental wax and other preparations for use in dentistry with a basis of plaster; preparations and charges for fire extinguishers; prepared culture media for development of micro-organisms; composite diagnostic or laboratory reagents n.e.c.,,,205952
20.59.53,Chemical elements in disk form and compounds doped for use in electronics,,,205953
20.59.54,Activated carbon,,,205954
20.59.55,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dye-stuffs and similar products",,,205955
20.59.56,Pickling preparations; fluxes; prepared rubber accelerators; compound plasticisers and stabilisers for rubber or plastics; catalytic preparations n.e.c.; mixed alkylbenzenes and mixed alkylnaphthalenes n.e.c.,,,205956
20.59.57,Prepared binders for foundry moulds or cores; chemical products,,,205957
20.59.58,Biodiesel,"This subcategory includes:
- pure biodiesel, including synthetic diesel, regardless of production process",,205958
20.59.59,Miscellaneous other chemical products n.e.c.,,"This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52",205959
20.59.6,"Gelatines and gelatine derivatives, including milk albumins",,,20596
20.59.60,"Gelatines and gelatine derivatives, including milk albumins","This subcategory also includes:
- milk albumins",,205960
20.59.9,Sub-contracted operations as part of manufacturing of other chemical products n.e.c.,,,20599
20.59.99,Sub-contracted operations as part of manufacturing of other chemical products n.e.c.,,,205999
20.6,Man-made fibres,,,206
20.60,Man-made fibres,,,2060
20.60.1,Synthetic fibres,,,20601
20.60.11,"Synthetic staple and tow, not carded or combed",,,206011
20.60.12,Polyamide and polyester high tenacity filament yarn,,,206012
20.60.13,"Other synthetic filament yarn, single",,,206013
20.60.14,"Synthetic monofilament; strip and the like, of synthetic textile materials",,,206014
20.60.2,Artificial fibres,,,20602
20.60.21,"Artificial staple and tow, not carded or combed",,,206021
20.60.22,Viscose high tenacity filament yarn,,,206022
20.60.23,"Other artificial filament yarn, single",,,206023
20.60.24,Artificial monofilament; strip and the like of artificial textile materials,,,206024
20.60.9,Sub-contracted operations as part of manufacturing of man-made fibres,,,20609
20.60.99,Sub-contracted operations as part of manufacturing of man-made fibres,,,206099
21,Basic pharmaceutical products and pharmaceutical preparations,,,21
21.1,Basic pharmaceutical products,,,211
21.10,Basic pharmaceutical products,,,2110
21.10.1,"Salicylic acid, O-acetylsalicylic acid, their salts and esters",,,21101
21.10.10,"Salicylic acid, O-acetylsalicylic acid, their salts and esters",,,211010
21.10.2,"Lysine, glutamic acid and their salts; quaternary ammonium salts and hydroxides; phosphoaminolipids; amides and their derivatives and salts thereof",,,21102
21.10.20,"Lysine, glutamic acid and their salts; quarternary ammonium salts and hydroxides; phosphoaminolipids; amides and their derivatives and salts thereof",,,211020
21.10.3,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring, a pyrimidine ring, a piperazine ring, an unfused triazine ring or a phenothiazine ring system not further fused; hydantoin and its derivatives; sulphonamides",,,21103
21.10.31,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring, a pyrimidine ring, a piperazine ring, an unfused triazine ring or a phenothiazine ring system not further fused; hydantoin and its derivatives",,,211031
21.10.32,Sulphonamides,,,211032
21.10.4,"Sugars, chemically pure, n.e.c.; sugar ethers and esters and their salts n.e.c.",,,21104
21.10.40,"Sugars, chemically pure, n.e.c.; sugar ethers and esters and their salts n.e.c.",,,211040
21.10.5,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids and their derivatives; antibiotics",,,21105
21.10.51,"Provitamins, vitamins and their derivatives",,,211051
21.10.52,"Hormones, derivatives thereof; other steroids, used primarily as hormones",,,211052
21.10.53,"Glycosides, vegetable alkaloids, their salts, ethers, esters and other derivatives",,,211053
21.10.54,Antibiotics,,,211054
21.10.6,Glands and other organs; extracts thereof and other human or animal substances n.e.c.,,,21106
21.10.60,Glands and other organs; extracts thereof and other human or animal substances n.e.c.,,,211060
21.10.9,Sub-contracted operations as part of manufacturing of basic pharmaceutical products,,,21109
21.10.99,Sub-contracted operations as part of manufacturing of basic pharmaceutical products,,,211099
21.2,Pharmaceutical preparations,,,212
21.20,Pharmaceutical preparations,,,2120
21.20.1,Medicaments,,,21201
21.20.11,"Medicaments, containing penicillins or other antibiotics",,,212011
21.20.12,"Medicaments, containing hormones, but not antibiotics",,,212012
21.20.13,"Medicaments, containing alkaloids or derivatives thereof, but not hormones or antibiotics",,,212013
21.20.2,Other pharmaceutical preparations,,,21202
21.20.21,Antisera and vaccines,,,212021
21.20.22,Chemical contraceptive preparations based on hormones or spermicides,,,212022
21.20.23,Diagnostic reagents and other pharmaceutical preparations,,,212023
21.20.24,"Adhesive dressings, catgut and similar materials; first-aid boxes",,,212024
21.20.9,Sub-contracted operations as part of manufacturing of pharmaceutical preparations,,,21209
21.20.99,Sub-contracted operations as part of manufacturing of pharmaceutical preparations,,,212099
22,Rubber and plastic products,,,22
22.1,Rubber products,,,221
22.11,Rubber tyres and tubes; retreading and rebuilding of rubber tyres,,,2211
22.11.1,New rubber tyres and tubes,,,22111
22.11.11,"New pneumatic tyres, of rubber, of a kind used on motor cars",,,221111
22.11.12,"New pneumatic tyres, of rubber, of a kind used on motorcycles or bicycles",,,221112
22.11.13,"New pneumatic tyres, of rubber, of a kind used on buses, lorries or aircraft",,,221113
22.11.14,"Agrarian tyres; other new pneumatic tyres, of rubber",,,221114
22.11.15,"Inner tubes, solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",,,221115
22.11.16,Camel-back strips for retreading rubber tyres,,,221116
22.11.2,"Retreaded pneumatic tyres, of rubber",,,22112
22.11.20,"Retreaded pneumatic tyres, of rubber",,,221120
22.11.9,Sub-contracted operations as part of manufacturing of rubber tyres and tubes; retreading and rebuilding of rubber tyres,,,22119
22.11.99,Sub-contracted operations as part of manufacturing of rubber tyres and tubes; retreading and rebuilding of rubber tyres,,,221199
22.19,Other rubber products,,,2219
22.19.1,"Reclaimed rubber in primary forms or in plates, sheets or strip",,,22191
22.19.10,"Reclaimed rubber in primary forms or in plates, sheets or strip",,,221910
22.19.2,"Unvulcanised rubber and articles thereof; vulcanised rubber, other than hard rubber, in thread, cord, plates, sheets, strip, rods and profile shapes",,,22192
22.19.20,"Unvulcanised rubber and articles thereof; vulcanised rubber, other than hard rubber, in thread, cord, plates, sheets, strip, rods and profile shapes",,,221920
22.19.3,"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber",,,22193
22.19.30,"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber",,,221930
22.19.4,"Conveyor or transmission belts or belting, of vulcanised rubber",,,22194
22.19.40,"Conveyor or transmission belts or belting, of vulcanised rubber",,,221940
22.19.5,"Rubberised textile fabrics, except tyre cord fabric",,"This category excludes:
- tyre cord fabric, see 13.96.15",22195
22.19.50,"Rubberised textile fabrics, except tyre cord fabric",,"This subcategory excludes:
- tyre cord fabric, see 13.96.15",221950
22.19.6,"Articles of apparel and clothing accessories, of vulcanised rubber other than hard rubber",,,22196
22.19.60,"Articles of apparel and clothing accessories, of vulcanised rubber other than hard rubber",,,221960
22.19.7,Articles of vulcanised rubber n.e.c.; hard rubber; articles of hard rubber,,,22197
22.19.71,"Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber",,,221971
22.19.72,"Floor coverings and mats, of vulcanised rubber other than cellular",,,221972
22.19.73,"Other articles of vulcanised rubber n.e.c.; hard rubber in all forms and articles thereof; floor coverings and mats, of vulcanised cellular rubber",,,221973
22.19.9,Sub-contracted operations as part of manufacturing of other rubber products,,,22199
22.19.99,Sub-contracted operations as part of manufacturing of other rubber products,,,221999
22.2,Plastic products,,,222
22.21,"Plastic plates, sheets, tubes and profiles",,,2221
22.21.1,"Monofilament > 1 mm, rods, sticks and profile shapes, of plastics",,,22211
22.21.10,"Monofilament > 1 mm, rods, sticks and profile shapes, of plastics",,,222110
22.21.2,"Tubes, pipes and hoses and fittings thereof, of plastics",,,22212
22.21.21,"Artificial guts, of hardened proteins or of cellulosic materials; tubes, pipes and hoses, rigid, of plastics",,,222121
22.21.29,"Other tubes, pipes, hoses and fittings thereof, of plastics",,,222129
22.21.3,"Plates, sheets, film, foil and strip, of plastics, not supported or similarly combined with other materials",,,22213
22.21.30,"Plates, sheets, film, foil and strip, of plastics, not supported or similarly combined with other materials",,,222130
22.21.4,"Other plates, sheets, film, foil and strip, of plastics",,,22214
22.21.41,"Other plates, sheets, film, foil and strip, of plastics, cellular",,,222141
22.21.42,"Other plates, sheets, film, foil and strip, of plastics, non-cellular",,,222142
22.21.9,"Sub-contracted operations as part of manufacturing of plastic plates, sheets, tubes and profiles",,,22219
22.21.99,"Sub-contracted operations as part of manufacturing of plastic plates, sheets, tubes and profiles",,,222199
22.22,Plastic packing goods,,,2222
22.22.1,Plastic packing goods,,,22221
22.22.11,"Sacks and bags (including cones), of polymers of ethylene",,,222211
22.22.12,"Sacks and bags (including cones), of other plastics than polymers of ethylene",,,222212
22.22.13,"Boxes, cases, crates and similar articles of plastics",,,222213
22.22.14,"Carboys, bottles, flasks and similar articles of plastics",,,222214
22.22.19,Other plastic packing goods,,,222219
22.22.9,Sub-contracted operations as part of manufacturing of plastic packing goods,,,22229
22.22.99,Sub-contracted operations as part of manufacturing of plastic packing goods,,,222299
22.23,Builders’ ware of plastic,,,2223
22.23.1,Builders’ ware of plastic; linoleum and hard non-plastic surface floor coverings,,,22231
22.23.11,"Floor, wall or ceiling coverings of plastics, in rolls or in the form of tiles",,,222311
22.23.12,"Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics",,,222312
22.23.13,"Reservoirs, tanks, vats and similar containers, capacity > 300 l, of plastics",,,222313
22.23.14,"Doors, windows and frames and thresholds for doors; shutters, blinds and similar articles and parts thereof, of plastics",,,222314
22.23.15,"Linoleum and hard non-plastic surface floor coverings, i.e. resilient floor coverings, such as vinyl, linoleum etc.",,,222315
22.23.19,Builders' ware of plastics n.e.c.,,,222319
22.23.2,Prefabricated buildings of plastics,,,22232
22.23.20,Prefabricated buildings of plastics,"This subcategory includes:
- prefabricated buildings, predominantly made of plastics, either fully assembled and ready for use or unassembled
- incomplete buildings, whether or not assembled, having the essential character of prefabricated buildings

The buildings can be designed for worksite accommodation, shops, sheds, greenhouses and other purposes.",,222320
22.23.9,Sub-contracted operations as part of manufacturing of builders' ware of plastics,,,22239
22.23.99,Sub-contracted operations as part of manufacturing of builders' ware of plastics,,,222399
22.29,Other plastic products,,,2229
22.29.1,"Apparel and clothing accessories (including gloves), of plastics",,,22291
22.29.10,"Apparel and clothing accessories (including gloves), of plastics",,,222910
22.29.2,Other plastic products n.e.c.,,,22292
