"NACE2","CPA21","Label_NACE2","Label_CPA21","Include_NACE2","Exclude_NACE2","Include_CPA21","Exclude_CPA21","Comment","URL"
"11.06","11.06","Fabrication de malt","Malt",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1106"
"11.06","11.06.9","Fabrication de malt","Opérations sous-traitées intervenant dans l'élaboration du malt",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1106"
"11.06","11.06.1","Fabrication de malt","Malt",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1106"
"11.07","11.07.9","Industrie des eaux minérales et autres eaux embouteillées et des boissons rafraîchissantes","Opérations sous-traitées intervenant dans l'élaboration d'eaux minérales et boissons rafraîchissantes","Cette classe comprend la fabrication de boissons non alcoolisées (à l’exception de la bière et du vin sans alcool): - la production d’eaux minérales naturelles et d’autres eaux embouteillées - la production de boissons rafraîchissantes:   • boissons non alcoolisées édulcorées et/ou aromatisées: citronnade, orangeade, cola, boissons à base de fruits, tonics, etc.","Cette classe ne comprend pas: - la production de jus de fruits et de légumes, voir 10.32 - la production de boissons à base de lait, voir 10.51 - la fabrication de produits à base de café, de thé et de maté, voir 10.83 - la production de boissons alcoolisées, voir 11.01, 11.02, 11.03, 11.04 et 11.05 - la production de vins sans alcool, voir 11.02 - la production de bières sans alcool, voir 11.05 - la fabrication de glace, voir 35.30 - l’embouteillage et l’étiquetage simples, voir 46.34 (dans le cadre du commerce de gros) et 82.92 (pour le compte de tiers)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1107"
"11.07","11.07","Industrie des eaux minérales et autres eaux embouteillées et des boissons rafraîchissantes","Boissons rafraîchissantes; eaux minérales et autres eaux en bouteille","Cette classe comprend la fabrication de boissons non alcoolisées (à l’exception de la bière et du vin sans alcool): - la production d’eaux minérales naturelles et d’autres eaux embouteillées - la production de boissons rafraîchissantes:   • boissons non alcoolisées édulcorées et/ou aromatisées: citronnade, orangeade, cola, boissons à base de fruits, tonics, etc.","Cette classe ne comprend pas: - la production de jus de fruits et de légumes, voir 10.32 - la production de boissons à base de lait, voir 10.51 - la fabrication de produits à base de café, de thé et de maté, voir 10.83 - la production de boissons alcoolisées, voir 11.01, 11.02, 11.03, 11.04 et 11.05 - la production de vins sans alcool, voir 11.02 - la production de bières sans alcool, voir 11.05 - la fabrication de glace, voir 35.30 - l’embouteillage et l’étiquetage simples, voir 46.34 (dans le cadre du commerce de gros) et 82.92 (pour le compte de tiers)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1107"
"11.07","11.07.1","Industrie des eaux minérales et autres eaux embouteillées et des boissons rafraîchissantes","Eaux minérales et boissons rafraîchissantes","Cette classe comprend la fabrication de boissons non alcoolisées (à l’exception de la bière et du vin sans alcool): - la production d’eaux minérales naturelles et d’autres eaux embouteillées - la production de boissons rafraîchissantes:   • boissons non alcoolisées édulcorées et/ou aromatisées: citronnade, orangeade, cola, boissons à base de fruits, tonics, etc.","Cette classe ne comprend pas: - la production de jus de fruits et de légumes, voir 10.32 - la production de boissons à base de lait, voir 10.51 - la fabrication de produits à base de café, de thé et de maté, voir 10.83 - la production de boissons alcoolisées, voir 11.01, 11.02, 11.03, 11.04 et 11.05 - la production de vins sans alcool, voir 11.02 - la production de bières sans alcool, voir 11.05 - la fabrication de glace, voir 35.30 - l’embouteillage et l’étiquetage simples, voir 46.34 (dans le cadre du commerce de gros) et 82.92 (pour le compte de tiers)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1107"
"12","12","Fabrication de produits à base de tabac","Produits à base de tabac","Cette division comprend la transformation d’un produit agricole, le tabac, en un produit propre à la consommation finale.",NA,NA,"Cette division ne comprend pas: - le tabac, voir 01.15.10 - le séchage des feuilles de tabac, voir 01.63.10",NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_12"
"12.0","12.0","Fabrication de produits à base de tabac","Produits à base de tabac",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_120"
"12.00","12.00.1","Fabrication de produits à base de tabac","Produits à base de tabac, à l'exclusion des déchets","Cette classe comprend: - la fabrication de produits à base de tabac et de succédanés du tabac: cigarettes, tabac à fine coupe, cigares, tabacs à pipe, tabacs à mâcher, tabacs à priser - la fabrication de tabacs ""homogénéisés"" ou ""reconstitués""","Cette classe ne comprend pas: - la culture ou le traitement préliminaire du tabac, voir 01.15 et 01.63",NA,"Cette catégorie ne comprend pas: - les déchets de tabac, voir 12.00.20",NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1200"
"12.00","12.00","Fabrication de produits à base de tabac","Produits à base de tabac","Cette classe comprend: - la fabrication de produits à base de tabac et de succédanés du tabac: cigarettes, tabac à fine coupe, cigares, tabacs à pipe, tabacs à mâcher, tabacs à priser - la fabrication de tabacs ""homogénéisés"" ou ""reconstitués""","Cette classe ne comprend pas: - la culture ou le traitement préliminaire du tabac, voir 01.15 et 01.63",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1200"
"12.00","12.00.2","Fabrication de produits à base de tabac","Déchets de tabac","Cette classe comprend: - la fabrication de produits à base de tabac et de succédanés du tabac: cigarettes, tabac à fine coupe, cigares, tabacs à pipe, tabacs à mâcher, tabacs à priser - la fabrication de tabacs ""homogénéisés"" ou ""reconstitués""","Cette classe ne comprend pas: - la culture ou le traitement préliminaire du tabac, voir 01.15 et 01.63",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1200"
"12.00","12.00.9","Fabrication de produits à base de tabac","Opérations sous-traitées intervenant dans l'élaboration de produits à base de tabac","Cette classe comprend: - la fabrication de produits à base de tabac et de succédanés du tabac: cigarettes, tabac à fine coupe, cigares, tabacs à pipe, tabacs à mâcher, tabacs à priser - la fabrication de tabacs ""homogénéisés"" ou ""reconstitués""","Cette classe ne comprend pas: - la culture ou le traitement préliminaire du tabac, voir 01.15 et 01.63",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1200"
"13","13","Fabrication de textiles","Produits de l'industrie textile","Cette division comprend la préparation et la filature de fibres textiles ainsi que le tissage, l’ennoblissement de textiles et d’articles vestimentaires, la fabrication d’articles confectionnés en matières textiles à l’exception des articles vestimentaires (par exemple: linge de maison, couvertures, tapis, ficelles, etc.). La production de fibres naturelles relève de la division 01, tandis que la fabrication de fibres synthétiques est une opération chimique qui doit être rangée dans la classe 20.60. L’industrie de l’habillement relève de la division 14.",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_13"
"13.1","13.1","Préparation de fibres textiles et filature","Fils et filés",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_131"
"13.10","13.10","Préparation de fibres textiles et filature","Fils et filés","Cette classe comprend les activités de préparation et la filature des fibres textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - les activités de préparation des fibres textiles:   • tirage et lavage de la soie   • dégraissage et carbonisage de la laine et teinture de la laine de tonte   • cardage et peignage de tout type de fibres d’origine animale, végétale ou de fibres artificielles ou synthétiques - la filature et la fabrication de filés et de fils pour le tissage ou la couture, pour la vente ou pour traitement ultérieur   • le teillage du lin   • la texturation, le retordage, l’assemblage à torsion zéro, le câblage et le foulardage de fils de filaments synthétiques ou artificiels","Cette classe ne comprend pas: - les opérations préparatoires effectuées en combinaison avec l’agriculture, voir division 01 - le rouissage des végétaux donnant des fibres textiles telles que le jute, le lin ou le coir, voir 01.16 - l’égrenage du coton, voir 01.63 - la fabrication de fibres et de câbles synthétiques ou artificiels, la fabrication de fils simples (y compris les fils à haute ténacité et les fils pour tapis) de fibres synthétiques ou artificielles, voir 20.60 - la fabrication de fibres de verre, voir 23.14",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1310"
"13.10","13.10.9","Préparation de fibres textiles et filature","Effilochés; préparation de fibres textiles naturelles; opérations sous-traitées intervenant dans la fabrication de fils textiles","Cette classe comprend les activités de préparation et la filature des fibres textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - les activités de préparation des fibres textiles:   • tirage et lavage de la soie   • dégraissage et carbonisage de la laine et teinture de la laine de tonte   • cardage et peignage de tout type de fibres d’origine animale, végétale ou de fibres artificielles ou synthétiques - la filature et la fabrication de filés et de fils pour le tissage ou la couture, pour la vente ou pour traitement ultérieur   • le teillage du lin   • la texturation, le retordage, l’assemblage à torsion zéro, le câblage et le foulardage de fils de filaments synthétiques ou artificiels","Cette classe ne comprend pas: - les opérations préparatoires effectuées en combinaison avec l’agriculture, voir division 01 - le rouissage des végétaux donnant des fibres textiles telles que le jute, le lin ou le coir, voir 01.16 - l’égrenage du coton, voir 01.63 - la fabrication de fibres et de câbles synthétiques ou artificiels, la fabrication de fils simples (y compris les fils à haute ténacité et les fils pour tapis) de fibres synthétiques ou artificielles, voir 20.60 - la fabrication de fibres de verre, voir 23.14",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1310"
"13.10","13.10.4","Préparation de fibres textiles et filature","Fils de soie ou de déchets de soie","Cette classe comprend les activités de préparation et la filature des fibres textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - les activités de préparation des fibres textiles:   • tirage et lavage de la soie   • dégraissage et carbonisage de la laine et teinture de la laine de tonte   • cardage et peignage de tout type de fibres d’origine animale, végétale ou de fibres artificielles ou synthétiques - la filature et la fabrication de filés et de fils pour le tissage ou la couture, pour la vente ou pour traitement ultérieur   • le teillage du lin   • la texturation, le retordage, l’assemblage à torsion zéro, le câblage et le foulardage de fils de filaments synthétiques ou artificiels","Cette classe ne comprend pas: - les opérations préparatoires effectuées en combinaison avec l’agriculture, voir division 01 - le rouissage des végétaux donnant des fibres textiles telles que le jute, le lin ou le coir, voir 01.16 - l’égrenage du coton, voir 01.63 - la fabrication de fibres et de câbles synthétiques ou artificiels, la fabrication de fils simples (y compris les fils à haute ténacité et les fils pour tapis) de fibres synthétiques ou artificielles, voir 20.60 - la fabrication de fibres de verre, voir 23.14",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1310"
"13.10","13.10.1","Préparation de fibres textiles et filature","Graisse de suint (y compris lanoline)","Cette classe comprend les activités de préparation et la filature des fibres textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - les activités de préparation des fibres textiles:   • tirage et lavage de la soie   • dégraissage et carbonisage de la laine et teinture de la laine de tonte   • cardage et peignage de tout type de fibres d’origine animale, végétale ou de fibres artificielles ou synthétiques - la filature et la fabrication de filés et de fils pour le tissage ou la couture, pour la vente ou pour traitement ultérieur   • le teillage du lin   • la texturation, le retordage, l’assemblage à torsion zéro, le câblage et le foulardage de fils de filaments synthétiques ou artificiels","Cette classe ne comprend pas: - les opérations préparatoires effectuées en combinaison avec l’agriculture, voir division 01 - le rouissage des végétaux donnant des fibres textiles telles que le jute, le lin ou le coir, voir 01.16 - l’égrenage du coton, voir 01.63 - la fabrication de fibres et de câbles synthétiques ou artificiels, la fabrication de fils simples (y compris les fils à haute ténacité et les fils pour tapis) de fibres synthétiques ou artificielles, voir 20.60 - la fabrication de fibres de verre, voir 23.14",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1310"
"13.10","13.10.2","Préparation de fibres textiles et filature","Fibres textiles naturelles préparées","Cette classe comprend les activités de préparation et la filature des fibres textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - les activités de préparation des fibres textiles:   • tirage et lavage de la soie   • dégraissage et carbonisage de la laine et teinture de la laine de tonte   • cardage et peignage de tout type de fibres d’origine animale, végétale ou de fibres artificielles ou synthétiques - la filature et la fabrication de filés et de fils pour le tissage ou la couture, pour la vente ou pour traitement ultérieur   • le teillage du lin   • la texturation, le retordage, l’assemblage à torsion zéro, le câblage et le foulardage de fils de filaments synthétiques ou artificiels","Cette classe ne comprend pas: - les opérations préparatoires effectuées en combinaison avec l’agriculture, voir division 01 - le rouissage des végétaux donnant des fibres textiles telles que le jute, le lin ou le coir, voir 01.16 - l’égrenage du coton, voir 01.63 - la fabrication de fibres et de câbles synthétiques ou artificiels, la fabrication de fils simples (y compris les fils à haute ténacité et les fils pour tapis) de fibres synthétiques ou artificielles, voir 20.60 - la fabrication de fibres de verre, voir 23.14",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1310"
"13.10","13.10.3","Préparation de fibres textiles et filature","Fibres artificielles ou synthétiques discontinues préparées","Cette classe comprend les activités de préparation et la filature des fibres textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - les activités de préparation des fibres textiles:   • tirage et lavage de la soie   • dégraissage et carbonisage de la laine et teinture de la laine de tonte   • cardage et peignage de tout type de fibres d’origine animale, végétale ou de fibres artificielles ou synthétiques - la filature et la fabrication de filés et de fils pour le tissage ou la couture, pour la vente ou pour traitement ultérieur   • le teillage du lin   • la texturation, le retordage, l’assemblage à torsion zéro, le câblage et le foulardage de fils de filaments synthétiques ou artificiels","Cette classe ne comprend pas: - les opérations préparatoires effectuées en combinaison avec l’agriculture, voir division 01 - le rouissage des végétaux donnant des fibres textiles telles que le jute, le lin ou le coir, voir 01.16 - l’égrenage du coton, voir 01.63 - la fabrication de fibres et de câbles synthétiques ou artificiels, la fabrication de fils simples (y compris les fils à haute ténacité et les fils pour tapis) de fibres synthétiques ou artificielles, voir 20.60 - la fabrication de fibres de verre, voir 23.14",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1310"
"13.10","13.10.5","Préparation de fibres textiles et filature","Fils de laine conditionnés ou non pour la vente au détail; fils de poils fins ou grossiers ou fils de crin","Cette classe comprend les activités de préparation et la filature des fibres textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - les activités de préparation des fibres textiles:   • tirage et lavage de la soie   • dégraissage et carbonisage de la laine et teinture de la laine de tonte   • cardage et peignage de tout type de fibres d’origine animale, végétale ou de fibres artificielles ou synthétiques - la filature et la fabrication de filés et de fils pour le tissage ou la couture, pour la vente ou pour traitement ultérieur   • le teillage du lin   • la texturation, le retordage, l’assemblage à torsion zéro, le câblage et le foulardage de fils de filaments synthétiques ou artificiels","Cette classe ne comprend pas: - les opérations préparatoires effectuées en combinaison avec l’agriculture, voir division 01 - le rouissage des végétaux donnant des fibres textiles telles que le jute, le lin ou le coir, voir 01.16 - l’égrenage du coton, voir 01.63 - la fabrication de fibres et de câbles synthétiques ou artificiels, la fabrication de fils simples (y compris les fils à haute ténacité et les fils pour tapis) de fibres synthétiques ou artificielles, voir 20.60 - la fabrication de fibres de verre, voir 23.14",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1310"
"13.10","13.10.6","Préparation de fibres textiles et filature","Fils de coton; fils à coudre de coton","Cette classe comprend les activités de préparation et la filature des fibres textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - les activités de préparation des fibres textiles:   • tirage et lavage de la soie   • dégraissage et carbonisage de la laine et teinture de la laine de tonte   • cardage et peignage de tout type de fibres d’origine animale, végétale ou de fibres artificielles ou synthétiques - la filature et la fabrication de filés et de fils pour le tissage ou la couture, pour la vente ou pour traitement ultérieur   • le teillage du lin   • la texturation, le retordage, l’assemblage à torsion zéro, le câblage et le foulardage de fils de filaments synthétiques ou artificiels","Cette classe ne comprend pas: - les opérations préparatoires effectuées en combinaison avec l’agriculture, voir division 01 - le rouissage des végétaux donnant des fibres textiles telles que le jute, le lin ou le coir, voir 01.16 - l’égrenage du coton, voir 01.63 - la fabrication de fibres et de câbles synthétiques ou artificiels, la fabrication de fils simples (y compris les fils à haute ténacité et les fils pour tapis) de fibres synthétiques ou artificielles, voir 20.60 - la fabrication de fibres de verre, voir 23.14",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1310"
"13.10","13.10.7","Préparation de fibres textiles et filature","Fils de fibres textiles végétales autres que le coton (y compris le lin, le jute, le coco et le chanvre commun); fils de papier","Cette classe comprend les activités de préparation et la filature des fibres textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - les activités de préparation des fibres textiles:   • tirage et lavage de la soie   • dégraissage et carbonisage de la laine et teinture de la laine de tonte   • cardage et peignage de tout type de fibres d’origine animale, végétale ou de fibres artificielles ou synthétiques - la filature et la fabrication de filés et de fils pour le tissage ou la couture, pour la vente ou pour traitement ultérieur   • le teillage du lin   • la texturation, le retordage, l’assemblage à torsion zéro, le câblage et le foulardage de fils de filaments synthétiques ou artificiels","Cette classe ne comprend pas: - les opérations préparatoires effectuées en combinaison avec l’agriculture, voir division 01 - le rouissage des végétaux donnant des fibres textiles telles que le jute, le lin ou le coir, voir 01.16 - l’égrenage du coton, voir 01.63 - la fabrication de fibres et de câbles synthétiques ou artificiels, la fabrication de fils simples (y compris les fils à haute ténacité et les fils pour tapis) de fibres synthétiques ou artificielles, voir 20.60 - la fabrication de fibres de verre, voir 23.14",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1310"
"13.10","13.10.8","Préparation de fibres textiles et filature","Fils de fibres discontinues ou de filaments artificiels ou synthétiques","Cette classe comprend les activités de préparation et la filature des fibres textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - les activités de préparation des fibres textiles:   • tirage et lavage de la soie   • dégraissage et carbonisage de la laine et teinture de la laine de tonte   • cardage et peignage de tout type de fibres d’origine animale, végétale ou de fibres artificielles ou synthétiques - la filature et la fabrication de filés et de fils pour le tissage ou la couture, pour la vente ou pour traitement ultérieur   • le teillage du lin   • la texturation, le retordage, l’assemblage à torsion zéro, le câblage et le foulardage de fils de filaments synthétiques ou artificiels","Cette classe ne comprend pas: - les opérations préparatoires effectuées en combinaison avec l’agriculture, voir division 01 - le rouissage des végétaux donnant des fibres textiles telles que le jute, le lin ou le coir, voir 01.16 - l’égrenage du coton, voir 01.63 - la fabrication de fibres et de câbles synthétiques ou artificiels, la fabrication de fils simples (y compris les fils à haute ténacité et les fils pour tapis) de fibres synthétiques ou artificielles, voir 20.60 - la fabrication de fibres de verre, voir 23.14",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1310"
"13.2","13.2","Tissage","Tissus",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_132"
"13.20","13.20.1","Tissage","Tissus (à l'exclusion des tissus spéciaux) en fibres naturelles autres que le coton","Cette classe comprend le tissage de textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - la fabrication de tissus de type cotonnier, de type lainier, de type peigné ou de type soie, y compris en mélanges ou en fibres artificielles ou en fibres synthétiques (polypropylène etc.) - la fabrication d’autres tissus de lin, de ramie, de chanvre, de jute, de fibres libériennes et de fibres spéciales","Cette classe ne comprend pas: - la fabrication d’étoffes à mailles, voir 13.91 - la fabrication de revêtements de sols en matières textiles, voir 13.93 - la fabrication des non-tissés, voir 13.95 - la fabrication d’articles de rubanerie, voir 13.96 - la fabrication du feutre, voir 13.99",NA,"Cette catégorie ne comprend pas: - les tissus spéciaux, voir 13.20.4",NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1320"
"13.20","13.20.3","Tissage","Tissus (à l'exclusion des tissus spéciaux) en fibres discontinues et filaments artificiels ou synthétiques","Cette classe comprend le tissage de textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - la fabrication de tissus de type cotonnier, de type lainier, de type peigné ou de type soie, y compris en mélanges ou en fibres artificielles ou en fibres synthétiques (polypropylène etc.) - la fabrication d’autres tissus de lin, de ramie, de chanvre, de jute, de fibres libériennes et de fibres spéciales","Cette classe ne comprend pas: - la fabrication d’étoffes à mailles, voir 13.91 - la fabrication de revêtements de sols en matières textiles, voir 13.93 - la fabrication des non-tissés, voir 13.95 - la fabrication d’articles de rubanerie, voir 13.96 - la fabrication du feutre, voir 13.99",NA,"Cette catégorie ne comprend pas: - les tissus spéciaux, voir 13.20.4",NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1320"
"13.20","13.20","Tissage","Tissus","Cette classe comprend le tissage de textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - la fabrication de tissus de type cotonnier, de type lainier, de type peigné ou de type soie, y compris en mélanges ou en fibres artificielles ou en fibres synthétiques (polypropylène etc.) - la fabrication d’autres tissus de lin, de ramie, de chanvre, de jute, de fibres libériennes et de fibres spéciales","Cette classe ne comprend pas: - la fabrication d’étoffes à mailles, voir 13.91 - la fabrication de revêtements de sols en matières textiles, voir 13.93 - la fabrication des non-tissés, voir 13.95 - la fabrication d’articles de rubanerie, voir 13.96 - la fabrication du feutre, voir 13.99",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1320"
"13.20","13.20.2","Tissage","Tissus de coton","Cette classe comprend le tissage de textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - la fabrication de tissus de type cotonnier, de type lainier, de type peigné ou de type soie, y compris en mélanges ou en fibres artificielles ou en fibres synthétiques (polypropylène etc.) - la fabrication d’autres tissus de lin, de ramie, de chanvre, de jute, de fibres libériennes et de fibres spéciales","Cette classe ne comprend pas: - la fabrication d’étoffes à mailles, voir 13.91 - la fabrication de revêtements de sols en matières textiles, voir 13.93 - la fabrication des non-tissés, voir 13.95 - la fabrication d’articles de rubanerie, voir 13.96 - la fabrication du feutre, voir 13.99",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1320"
"13.20","13.20.4","Tissage","Velours, peluches, tissus éponge et autres tissus spéciaux","Cette classe comprend le tissage de textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - la fabrication de tissus de type cotonnier, de type lainier, de type peigné ou de type soie, y compris en mélanges ou en fibres artificielles ou en fibres synthétiques (polypropylène etc.) - la fabrication d’autres tissus de lin, de ramie, de chanvre, de jute, de fibres libériennes et de fibres spéciales","Cette classe ne comprend pas: - la fabrication d’étoffes à mailles, voir 13.91 - la fabrication de revêtements de sols en matières textiles, voir 13.93 - la fabrication des non-tissés, voir 13.95 - la fabrication d’articles de rubanerie, voir 13.96 - la fabrication du feutre, voir 13.99",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1320"
"13.20","13.20.5","Tissage","Imitation de fourrure par tissage","Cette classe comprend le tissage de textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - la fabrication de tissus de type cotonnier, de type lainier, de type peigné ou de type soie, y compris en mélanges ou en fibres artificielles ou en fibres synthétiques (polypropylène etc.) - la fabrication d’autres tissus de lin, de ramie, de chanvre, de jute, de fibres libériennes et de fibres spéciales","Cette classe ne comprend pas: - la fabrication d’étoffes à mailles, voir 13.91 - la fabrication de revêtements de sols en matières textiles, voir 13.93 - la fabrication des non-tissés, voir 13.95 - la fabrication d’articles de rubanerie, voir 13.96 - la fabrication du feutre, voir 13.99",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1320"
"13.20","13.20.9","Tissage","Opérations sous-traitées intervenant dans la fabrication de tissus","Cette classe comprend le tissage de textiles. Les matières premières peuvent varier: soie, laine, fibres d’origine animale ou végétale ou fibres artificielles ou synthétiques, papier ou verre, etc.  Cette classe comprend: - la fabrication de tissus de type cotonnier, de type lainier, de type peigné ou de type soie, y compris en mélanges ou en fibres artificielles ou en fibres synthétiques (polypropylène etc.) - la fabrication d’autres tissus de lin, de ramie, de chanvre, de jute, de fibres libériennes et de fibres spéciales","Cette classe ne comprend pas: - la fabrication d’étoffes à mailles, voir 13.91 - la fabrication de revêtements de sols en matières textiles, voir 13.93 - la fabrication des non-tissés, voir 13.95 - la fabrication d’articles de rubanerie, voir 13.96 - la fabrication du feutre, voir 13.99",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1320"
"13.3","13.3","Ennoblissement textile","Ennoblissement textile",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_133"
"13.30","13.30","Ennoblissement textile","Ennoblissement textile","Cette classe comprend l’ennoblissement de textiles et d’articles vestimentaires, c’est-à-dire le blanchiment, la teinture, l’apprêtage et les activités similaires.  Cette classe comprend: - le blanchiment et la teinture de fibres textiles, de fils, de tissus et d’articles en textile, y compris les vêtements. - l’apprêtage, le séchage, le vaporisage, le décatissage, le stoppage, le sanforisage, le mercerisage de textiles et d’articles textiles, y compris les vêtements","Cette classe ne comprend pas: - la fabrication de tissus imprégnés, enduits ou recouverts de caoutchouc ou stratifiés avec cette même matière, si le caoutchouc est l’élément principalement utilisé, voir 22.19",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1330"
"13.30","13.30.1","Ennoblissement textile","Apprêt de textiles","Cette classe comprend l’ennoblissement de textiles et d’articles vestimentaires, c’est-à-dire le blanchiment, la teinture, l’apprêtage et les activités similaires.  Cette classe comprend: - le blanchiment et la teinture de fibres textiles, de fils, de tissus et d’articles en textile, y compris les vêtements. - l’apprêtage, le séchage, le vaporisage, le décatissage, le stoppage, le sanforisage, le mercerisage de textiles et d’articles textiles, y compris les vêtements","Cette classe ne comprend pas: - la fabrication de tissus imprégnés, enduits ou recouverts de caoutchouc ou stratifiés avec cette même matière, si le caoutchouc est l’élément principalement utilisé, voir 22.19",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1330"
"13.9","13.9","Fabrication d'autres textiles","Autres textiles","Ce groupe comprend la fabrication d’articles confectionnés en matière textile à l’exception des articles vestimentaires, tels que le linge de maison, les tapis et carpettes, les ficelles, les articles de rubanerie, les ouvrages de passementerie et articles analogues, etc.",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_139"
"13.91","13.91","Fabrication d'étoffes à mailles","Étoffes à maille","Cette classe comprend: - la fabrication et la transformation, au sein de la même unité, d’étoffes à mailles:   • velours, peluches et étoffes bouclées   • tissus des types utilisés pour filets, rideaux et vitrages, tricotés sur métier Rachel ou sur des métiers similaires   • autres étoffes à mailles","Cette classe ne comprend pas: - la fabrication de tissus des types utilisés pour filets, rideaux et vitrages, en dentelle, réalisés sur métier Rachel ou sur des métiers similaires, voir 13.99 - la fabrication d'autres articles à mailles, voir 14.39",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_1391"
