CN 2022,SupText,URI,Name
85151100,"Soldering irons and guns, electric",851511000080,8515 11 00 -- Soldering irons and guns
851519,Brazing or soldering machines (excl. soldering irons and guns),851519000080,8515 19 -- Other
85151910,Wave soldering machines of a kind used solely or principally for the manufacture of printed circuit assemblies,851519100080,8515 19 10 --- Wave soldering machines of a kind used solely or principally for the manufacture of printed circuit assemblies
85151990,"Brazing or soldering machines (excl. soldering irons and guns, and wave soldering machines used in manufacturing printed circuit assemblies)",851519900080,8515 19 90 --- Other
85152100,Fully or partly automatic machines for resistance welding of metals,851521000080,8515 21 00 -- Fully or partly automatic
85152900,"Machines for resistance welding of metals, neither fully nor partly automatic",851529000080,8515 29 00 -- Other
85153100,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding",851531000080,8515 31 00 -- Fully or partly automatic
851539,"Machines for arc welding of metals, incl. plasma arc welding, neither fully nor partly automatic",851539000080,8515 39 -- Other
85153913,"Machines for manual arc welding of metals, with coated electrodes, complete with welding or cutting devices, and consigned with transformers",851539130080,8515 39 13 ---- Transformers
85153918,"Machines and apparatus for manual arc welding of metals with coated electrodes, complete with welding or cutting devices, generators or rotary converters, static converters, rectifiers or rectifying apparatus",851539180080,"8515 39 18 ---- Generators or rotary converters or static converters, rectifiers or rectifying apparatus"
85153990,"Machines for arc welding of metals, incl. plasma arc welding, neither fully nor partly automatic (excl. machines for manual welding with coated electrodes)",851539900080,8515 39 90 --- Other
851580,"Electric machines and apparatus for laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc welding; electric machines and apparatus for hot spraying of metals, metal carbides or cermets (excl. metal spray guns specified elsewhere)",851580000080,8515 80 - Other machines and apparatus
85158010,"Electrical machines and apparatus for welding or hot spraying of metals (excl. for resistance, arc or plasma arc welding and metal spray guns specified elsewhere)",851580100080,8515 80 10 -- For treating metals
85158090,Electrical machines and apparatus for welding thermoplastic materials (excl. wire bonders of a kind used for the manufacture of semiconductor devices),851580900080,8515 80 90 -- Other
851590,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal carbides or cermets, n.e.s. (excl. wire bonders of a kind used for the manufacture of semiconductor devices)",851590000080,8515 90 - Parts
85159020,Parts of wave soldering machines used in manufacturing printed circuit assemblies,851590200080,8515 90 20 -- Of wave soldering machines of subheading 85151910
85159080,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal carbides or cermets, n.e.s.",851590800080,8515 90 80 -- Other
8516,"Electric instantaneous or storage water heaters and immersion heaters; electric space-heating apparatus and soil-heating apparatus; electro-thermic hairdressing apparatus, e.g. hairdryers, hair curlers and curling tong heaters, and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes; electric heating resistors (other than those of heading 8545); parts thereof",851600000080,"8516 Electric instantaneous or storage water heaters and immersion heaters; electric space-heating apparatus and soil-heating apparatus; electrothermic hairdressing apparatus (for example, hairdryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electrothermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 8545"
851610,Electric instantaneous or storage water heaters and immersion heaters,851610000080,8516 10 - Electric instantaneous or storage water heaters and immersion heaters
85161011,Electric instantaneous water heaters,851610110080,8516 10 11 -- Instantaneous water heaters
85161080,Electric water heaters and immersion heaters (excl. instantaneous water heaters),851610800080,8516 10 80 -- Other
85162100,"Electric storage heating radiators, for space-heating",851621000080,8516 21 00 -- Storage heating radiators
851629,Electric space-heating and soil-heating apparatus (excl. storage heating radiators),851629000080,8516 29 -- Other
85162910,"Liquid filled electric radiators, for space-heating and soil-heating",851629100080,8516 29 10 --- Liquid-filled radiators
85162950,"Electric convection heaters, for space-heating and soil-heating",851629500080,8516 29 50 --- Convection heaters
85162991,"Electric space-heating and soil-heating apparatus, with built-in fan (excl. storage heating radiators)",851629910080,8516 29 91 ---- With built-in fan
85162999,"Electric space-heating and soil-heating apparatus, without built-in fan (excl. convection heaters and liquid-filled radiators)",851629990080,8516 29 99 ---- Other
85163100,Electric hairdryers,851631000080,8516 31 00 -- Hairdryers
85163200,Electro-thermic hairdressing apparatus (excl. hairdryers),851632000080,8516 32 00 -- Other hairdressing apparatus
85163300,Electric hand-drying apparatus,851633000080,8516 33 00 -- Hand-drying apparatus
85164000,Electric smoothing irons,851640000080,8516 40 00 - Electric smoothing irons
85165000,Microwave ovens,851650000080,8516 50 00 - Microwave ovens
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, for domestic use (excl. space-heating stoves and microwave ovens)",851660000080,"8516 60 - Other ovens; cookers, cooking plates, boiling rings; grillers and roasters"
85166010,"Electric cookers incorporating at least an oven and a hob, for domestic use",851660100080,8516 60 10 -- Cookers (incorporating at least an oven and a hob)
85166050,"Electric cooking plates, boiling rings and hobs, for domestic use",851660500080,"8516 60 50 -- Cooking plates, boiling rings and hobs"
85166070,"Electric grillers and roasters, for domestic use",851660700080,8516 60 70 -- Grillers and roasters
85166080,"Electric ovens for building in, for domestic use",851660800080,8516 60 80 -- Ovens for building in
85166090,"Electric ovens, for domestic use (excl. space-heating stoves, electric cookers incorporating at least an oven and a hob, microwave ovens and electric ovens for building in)",851660900080,8516 60 90 -- Other
85167100,"Electro-thermic coffee or tea makers, for domestic use",851671000080,8516 71 00 -- Coffee or tea makers
85167200,"Electric toasters, for domestic use",851672000080,8516 72 00 -- Toasters
851679,"Electro-thermic appliances, for domestic use (excl. hairdressing appliances and hand dryers, space-heating and soil-heating apparatus, water heaters, immersion heaters, smoothing irons, microwave ovens, ovens, cookers, cooking plates, boiling rings, grillers, roasters, coffee makers, tea makers and toasters)",851679000080,8516 79 -- Other
85167920,"Electric deep fat fryers, for domestic use",851679200080,8516 79 20 --- Deep fat fryers
85167970,"Electro-thermic appliances, for domestic use (excl. hairdressing appliances and hand dryers, space-heating and soil-heating apparatus, water heaters, immersion heaters, smoothing irons, microwave ovens, ovens, cookers, cooking plates, boiling rings, grillers, roasters, coffee makers, tea makers, toasters and deep fat fryers)",851679700080,8516 79 70 --- Other
851680,Electric heating resistors (excl. those of agglomerated coal and graphite),851680000080,8516 80 - Electric heating resistors
85168020,"Electric heating resistors, assembled with an insulated former",851680200080,8516 80 20 -- Assembled with an insulated former
85168080,Electric heating resistors (excl. electric heating resistors assembled with an insulated former of agglomerated carbon or graphite),851680800080,8516 80 80 -- Other
85169000,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating apparatus, hairdressing apparatus and hand dryers, electro-thermic appliances of a kind used for domestic purposes and electric heating resistors, n.e.s.",851690000080,8516 90 00 - Parts
8517,"Telephone sets, incl. smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, incl. apparatus for communication in a wired or wireless network, parts thereof (excl. transmission or reception apparatus of heading 8443, 8525, 8527 or 8528)",851700000080,"8517 Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 8443, 8525, 8527 or 8528"
85171100,Line telephone sets with cordless handsets,851711000080,8517 11 00 -- Line telephone sets with cordless handsets
85171300,Smartphones for wireless networks,851713000080,8517 13 00 -- Smartphones
85171400,"Telephones for cellular networks or for other wireless networks (excl. line telephone sets with cordless handsets, and smartphones)",851714000080,8517 14 00 -- Other telephones for cellular networks or for other wireless networks
85171800,Telephone sets (excl. line telephone sets with cordless handsets and telephones for cellular networks or for other wireless networks),851718000080,8517 18 00 -- Other
85176100,"Base stations of apparatus for the transmission or reception of voice, images or other data",851761000080,8517 61 00 -- Base stations
85176200,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, incl. switching and routing apparatus (excl. telephone sets, telephones for cellular networks or for other wireless networks)",851762000080,"8517 62 00 -- Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus"
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus for communication in a wired or wireless network [such as a local or wide area network] (excl. telephone sets, telephones for cellular networks or for other wireless networks, base stations, apparatus for the reception, conversion and transmission or regeneration of voice, images or other data, and transmission or reception apparatus of heading 8443, 8525, 8527 or 8528)",851769000080,8517 69 -- Other
85176910,Videophones,851769100080,8517 69 10 --- Videophones
85176920,Entry-phone systems,851769200080,8517 69 20 --- Entry-phone systems
85176930,Reception apparatus for radio-telephony or radio-telegraphy,851769300080,8517 69 30 --- Reception apparatus for radio-telephony or radio-telegraphy
85176990,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus for communication in a wired or wireless network [such as a local or wide area network] (excl. telephone sets, telephones for cellular networks or for other wireless networks, base stations, apparatus for the reception, conversion and transmission or regeneration of voice, images or other data, videophones, entry-phone systems, reception apparatus for radio-telephony or radio-telegraphy and transmission or reception apparatus of heading 8443, 8525, 8527 or 8528)",851769900080,8517 69 90 --- Other
85177100,"Aerials and aerial reflectors of all kinds, of telephone sets, telephones for cellular networks or for other wireless networks and of other apparatus for the transmission or reception of voice, images or other data; parts suitable for use therewith",851771000080,8517 71 00 -- Aerials and aerial reflectors of all kinds; parts suitable for use therewith
85177900,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and of other apparatus for the transmission or reception of voice, images or other data, n.e.s.",851779000080,8517 79 00 -- Other
8518,"Microphones and stands therefor (excl. cordless microphones with built-in transmitter); loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers (excl. telephone sets, hearing aids and helmets with built-in headphones, whether or not incorporating a microphone); audio-frequency electric amplifiers; electric sound amplifier sets; parts thereof",851800000080,"8518 Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric amplifiers; electric sound amplifier sets"
85181000,Microphones and stands therefor (excl. cordless microphones with built-in transmitter),851810000080,8518 10 00 - Microphones and stands therefor
85182100,"Single loudspeakers, mounted in their enclosures",851821000080,"8518 21 00 -- Single loudspeakers, mounted in their enclosures"
85182200,"Multiple loudspeakers, mounted in the same enclosure",851822000080,"8518 22 00 -- Multiple loudspeakers, mounted in the same enclosure"
85182900,"Loudspeakers, without enclosure",851829000080,8518 29 00 -- Other
85183000,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a microphone and one or more loudspeakers (excl. telephone sets, hearing aids and helmets with built-in headphones, whether or not incorporating a microphone)",851830000080,"8518 30 00 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers"
85184000,Audio-frequency electric amplifiers,851840000080,8518 40 00 - Audio-frequency electric amplifiers
85185000,Electric sound amplifier sets,851850000080,8518 50 00 - Electric sound amplifier sets
85189000,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric amplifiers or electric sound amplifier sets, n.e.s.",851890000080,8518 90 00 - Parts
8519,Sound recording or sound reproducing apparatus,851900000080,8519 Sound recording or sound reproducing apparatus
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens or by other means of payment [juke boxes]",851920000080,"8519 20 - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment"
85192010,Coin-operated or disc-operated record-players,851920100080,8519 20 10 -- Coin- or disc-operated record-players
85192091,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens or by other means of payment, with laser reading system (excl. coin-operated or disc-operated record-players)",851920910080,8519 20 91 --- With laser reading system
85192099,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens or by other means of payment, without laser reading system (excl. coin-operated or disc-operated record-players)",851920990080,8519 20 99 --- Other
85193000,"Turntables ""record-decks""",851930000080,8519 30 00 - Turntables (record-decks)
85198100,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media (excl. those operated by coins, banknotes, bank cards, tokens or by other means of payment, and turntables)",851981000080,"8519 81 00 -- Using magnetic, optical or semiconductor media"
85198900,"Sound recording or sound reproducing apparatus (excl. using magnetic, optical or semiconductor media, those operated by coins, banknotes, bank cards, tokens or by other means of payment, and turntables)",851989000080,8519 89 00 -- Other
8521,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. video camera recorders)",852100000080,"8521 Video recording or reproducing apparatus, whether or not incorporating a video tuner"
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. video camera recorders)",852110000080,8521 10 - Magnetic tape-type
85211020,"Video recording or reproducing apparatus, whether or not incorporating a video tuner, for magnetic tape of a width of <= 1,3 cm and allowing recording or reproduction at a tape speed of <= 50 mm/s (excl. video camera recorders)",852110200080,"8521 10 20 -- Using tape of a width not exceeding 1,3 cm and allowing recording or reproduction at a tape speed not exceeding 50 mm per second"
85211095,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. video camera recorders and those using magnetic tape of a width of <= 1,3 cm and allowing recording or reproduction at a tape speed of <= 50 mm/s)",852110950080,8521 10 95 -- Other
85219000,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. magnetic tape-type and video camera recorders)",852190000080,8521 90 00 - Other
8522,Parts and accessories suitable for use solely or principally with sound reproducing and recording apparatus and with video equipment for recording and reproducing pictures and sound,852200000080,8522 Parts and accessories suitable for use solely or principally with the apparatus of heading 8519 or 8521
85221000,Pick-up cartridges,852210000080,8522 10 00 - Pick-up cartridges
85229000,Parts and accessories suitable for use solely or principally with sound reproducing and recording apparatus and with video equipment for recording and reproducing pictures and sound (excl. pick-up devices for grooved recording media),852290000080,8522 90 00 - Other
8523,"Discs, tapes, solid-state non-volatile storage devices, ""smart cards"" and other media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices and masters for the production of discs (excl. products of chapter 37)",852300000080,"8523 Discs, tapes, solid-state non-volatile storage devices, ‘smart cards’ and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, but excluding products of Chapter 37"
85232100,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,852321000080,8523 21 00 -- Cards incorporating a magnetic stripe
852329,Magnetic media for the recording of sound or of other phenomena (excl. cards incorporating a magnetic stripe and goods of chapter 37),852329000080,8523 29 -- Other
85232915,"Magnetic tapes and magnetic discs, unrecorded, for the recording of sound or of other phenomena",852329150080,8523 29 15 ---- Unrecorded
85232919,"Magnetic tapes and magnetic discs, recorded",852329190080,8523 29 19 ---- Other
85232990,"Magnetic media for the recording of sound or of other phenomena (excl. cards incorporating a magnetic stripe, tapes, discs and goods of chapter 37)",852329900080,8523 29 90 --- Other
852341,"Optical media for the recording of sound or of other phenomena, unrecorded (excl. goods of chapter 37)",852341000080,8523 41 -- Unrecorded
85234110,"Optical discs for laser reading systems, unrecorded, of a recording capacity <= 900 megabytes, non-erasable ""CD-Rs""",852341100080,"8523 41 10 --- Discs for laser reading systems of a recording capacity not exceeding 900 megabytes, other than erasable"
85234130,"Optical discs for laser reading systems, unrecorded, of a recording capacity > 900 megabytes but <= 18 gigabytes, non-erasable ""DVD-/+Rs""",852341300080,"8523 41 30 --- Discs for laser reading systems of a recording capacity exceeding 900 megabytes but not exceeding 18 gigabytes, other than erasable"
85234190,"Optical media, unrecorded, for the recording of sound or of other phenomena ""e.g. CD-RWs, DVD-/+RWs, DVD-RAMs, MiniDiscs"" (excl. non-erasable discs for laser reading systems of a recording capacity <= 18 gigabytes [CD-Rs, DVD-/+Rs] and goods of chapter 37)",852341900080,8523 41 90 --- Other
852349,Optical media for the recording of sound or of other phenomena (excl. unrecorded and goods of chapter 37),852349000080,8523 49 -- Other
85234910,"Digital versatile discs ""DVDs"", recorded",852349100080,8523 49 10 ---- Digital versatile discs (DVD)
85234920,"Discs for laser reading systems, recorded (excl. DVDs)",852349200080,8523 49 20 ---- Other
85234990,"Optical media, recorded (excl. discs for laser reading systems)",852349900080,8523 49 90 --- Other
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash memory cards or flash electronic storage cards] (excl. goods of chapter 37)",852351000080,8523 51 -- Solid-state non-volatile storage devices
85235110,"Solid-state, non-volatile data storage devices for recording data from an external source [flash memory cards or flash electronic storage cards], unrecorded",852351100080,8523 51 10 --- Unrecorded
85235190,"Solid-state, non-volatile data storage devices [flash memory cards or flash electronic storage cards], recorded",852351900080,8523 51 90 --- Other
85235200,"Cards incorporating one or more electronic integrated circuits ""smart cards""",852352000080,8523 52 00 -- ‘Smart cards’
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excl. solid-state non-volatile data storage devices, smart cards and goods of chapter 37)",852359000080,8523 59 -- Other
85235910,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excl. solid-state non-volatile data storage devices and smart cards)",852359100080,8523 59 10 --- Unrecorded
85235990,"Semiconductor media, recorded (excl. solid-state non-volatile data storage devices and smart cards)",852359900080,8523 59 90 --- Other
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices and masters for the production of discs (excl. magnetic, optical and semiconductor media, and products of chapter 37)",852380000080,8523 80 - Other
85238010,"Media for the recording of sound or of other phenomena, unrecorded, incl. matrices and masters for the production of discs (excl. magnetic, optical and semiconductor media, and products of chapter 37)",852380100080,8523 80 10 -- Unrecorded
85238090,"Media, recorded, incl. matrices and masters for the production of discs (excl. magnetic, optical and semiconductor media, and products of chapter 37)",852380900080,8523 80 90 -- Other
8524,"Flat panel display modules, whether or not incorporating touch-sensitive screens",852400000080,"8524 Flat panel display modules, whether or not incorporating touch-sensitive screens"
85241100,"Flat panel display modules, whether or not incorporating touch-sensitive screens, without drivers or control circuits, of liquid crystals",852411000080,8524 11 00 -- Of liquid crystals
85241200,"Flat panel display modules, whether or not incorporating touch-sensitive screens, without drivers or control circuits, of organic light-emitting diodes ""OLED""",852412000080,8524 12 00 -- Of organic light-emitting diodes (OLED)
85241900,"Flat panel display modules, whether or not incorporating touch-sensitive screens, without drivers or control circuits (excl. of liquid crystals or of organic light-emitting diodes ""OLED"")",852419000080,8524 19 00 -- Other
85249100,"Flat panel display modules, whether or not incorporating touch-sensitive screens, with drivers or control circuits, of liquid crystals",852491000080,8524 91 00 -- Of liquid crystals
85249200,"Flat panel display modules, whether or not incorporating touch-sensitive screens, with drivers or control circuits, of organic light-emitting diodes ""OLED""",852492000080,8524 92 00 -- Of organic light-emitting diodes (OLED)
85249900,"Flat panel display modules, whether or not incorporating touch-sensitive screens, with drivers or control circuits (excl. of liquid crystals or of organic light-emitting diodes ""OLED"")",852499000080,8524 99 00 -- Other
8525,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders",852500000080,"8525 Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders"
85255000,"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus",852550000080,8525 50 00 - Transmission apparatus
85256000,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus",852560000080,8525 60 00 - Transmission apparatus incorporating reception apparatus
85258100,"High-speed television cameras, digital cameras and video camera recorders specified in subheading note 1 to Ch85",852581000080,8525 81 00 -- High-speed goods as specified in subheading note 1 to this chapter
85258200,"Television cameras, digital cameras and video camera recorders, radiation-hardened or radiation-tolerant as specified in subheading note 2 to Ch85 (excl. high-speed)",852582000080,"8525 82 00 -- Other, radiation-hardened or radiation-tolerant goods as specified in subheading note 2 to this chapter"
85258300,"Night vision television cameras, digital cameras and video camera recorders as specified in subheading note 3 to Ch85 (excl. high-speed, and radiation-hardened or radiation-tolerant)",852583000080,"8525 83 00 -- Other, night vision goods as specified in subheading note 3 to this chapter"
85258900,"Television cameras, digital cameras and video camera recorders (excl. high-speed, radiation-hardened or radiation-tolerant, and night vision goods)",852589000080,8525 89 00 -- Other
8526,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus",852600000080,"8526 Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"
85261000,Radar apparatus,852610000080,8526 10 00 - Radar apparatus
852691,Radio navigational aid apparatus,852691000080,8526 91 -- Radio navigational aid apparatus
85269120,Radio navigational receivers (excl. radar apparatus),852691200080,8526 91 20 --- Radio navigational receivers
85269180,Radio navigational aid apparatus (excl. receivers and radar apparatus),852691800080,8526 91 80 --- Other
85269200,Radio remote control apparatus,852692000080,8526 92 00 -- Radio remote control apparatus
8527,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock",852700000080,"8527 Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock"
85271200,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, without built-in loudspeakers, capable of operating without an external source of electric power",852712000080,8527 12 00 -- Pocket-size radio cassette players
85271300,"Radio-broadcast receivers capable of operating without an external source of power, combined with sound recording or reproducing apparatus (excl. pocket-size radiocassette players)",852713000080,8527 13 00 -- Other apparatus combined with sound recording or reproducing apparatus
85271900,"Radio-broadcast receivers capable of operating without an external source of power, not combined with sound-reproducing apparatus",852719000080,8527 19 00 -- Other
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, combined with sound recording or reproducing apparatus",852721000080,8527 21 -- Combined with sound recording or reproducing apparatus
85272120,"Radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating a laser reading system",852721200080,8527 21 20 ---- With laser reading system
85272152,"Cassette-radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating an analogue and digital reading system",852721520080,8527 21 52 ----- Of the cassette-type with an analogue and digital reading system
85272159,"Radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus (excl. those with sound-reproducing apparatus or a laser reading system and cassette decks with an analogue and digital reading system)",852721590080,8527 21 59 ----- Other
85272170,"Radio-broadcast receivers of a type used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating a laser reading system (excl. those capable of receiving and decoding digital Radio Data System signals)",852721700080,8527 21 70 ---- With laser reading system
85272192,"Cassette-radio-broadcast receivers of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating an analogue and digital reading system (excl. those capable of receiving and decoding digital Radio Data System signals)",852721920080,8527 21 92 ----- Of the cassette-type with an analogue and digital reading system
85272198,"Radio-broadcast receivers of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus (excl. sound-reproducing apparatus incorporating a laser reading system, those capable of receiving and decoding digital Radio Data System signals and cassette decks with an analogue and digital reading system)",852721980080,8527 21 98 ----- Other
85272900,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, not combined with sound recording or reproducing apparatus",852729000080,8527 29 00 -- Other
85279100,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing apparatus (excl. those of a kind used in motor vehicles)",852791000080,8527 91 00 -- Combined with sound recording or reproducing apparatus
85279200,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus but combined with a clock (excl. those of a kind used in motor vehicles)",852792000080,8527 92 00 -- Not combined with sound recording or reproducing apparatus but combined with a clock
85279900,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus and not combined with a clock (excl. those of a kind used in motor vehicles)",852799000080,8527 99 00 -- Other
8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",852800000080,"8528 Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus"
85284200,"Cathode-ray tube monitors ""CRT"" capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 (excl. with TV receiver)",852842000080,8528 42 00 -- Capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471
85284900,"Cathode-ray tube monitors ""CRT"" (excl. computer monitors, with TV receiver)",852849000080,8528 49 00 -- Other
852852,"Monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 (excl. CRT, with TV receiver)",852852000080,8528 52 -- Capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471
85285210,"Monitors of a kind solely or principally used in an automatic data-processing system of heading 8471 (excl. CRT, with TV receiver)",852852100080,8528 52 10 --- Of a kind solely or principally used in an automatic data-processing system of heading 8471
85285291,LCD monitors designed for computer use but of a kind not used principally with a computer (excl. with TV receiver),852852910080,8528 52 91 ---- With a screen of the liquid crystal display (LCD) technology
85285299,"Monitors designed for computer use but of a kind not used principally with a computer (excl. CRT, LCD, with TV receiver)",852852990080,8528 52 99 ---- Other
85285900,"Monitors (excl. with TV receiver, CRT and those designed for computer use)",852859000080,8528 59 00 -- Other
85286200,Projectors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 (excl. with TV receiver),852862000080,8528 62 00 -- Capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471
852869,"Projectors (excl. with TV receiver, designed for computer use)",852869000080,8528 69 -- Other
85286920,"Monochrome projectors (excl. with TV receiver, designed for computer use)",852869200080,8528 69 20 --- Monochrome
85286980,"Colour projectors (excl. with TV receiver, designed for computer use)",852869800080,8528 69 80 --- Other
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, not designed to incorporate a video display or screen",852871000080,8528 71 -- Not designed to incorporate a video display or screen
85287111,Video tuners electronic assemblies for incorporation into automatic data-processing machines,852871110080,8528 71 11 ---- Electronic assemblies for incorporation into automatic data-processing machines
85287115,"Video tuners with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (set-top boxes with a communication function)",852871150080,"8528 71 15 ---- Apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (so-called ‘set-top boxes which have a communication function’, including those incorporating a device performing a recording or reproducing function, provided that they retain the essential character of a set top box which has a communication function)"
85287119,"Video tuners (excl. electronic assemblies for incorporation into automatic data-processing machines and apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet and having a function of interactive information exchange capable of receiving television signals ""set-top boxes with communication function"")",852871190080,8528 71 19 ---- Other
85287191,"Apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (set-top boxes with a communication function, excl. video tuners)",852871910080,"8528 71 91 ---- Apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (so-called ‘set-top boxes which have a communication function’, including those incorporating a device performing a recording or reproducing function, provided that they retain the essential character of a set top box which has a communication function)"
85287199,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, not designed to incorporate a video display or screen (excl. video tuners, set-top boxes with a communication function)",852871990080,8528 71 99 ---- Other
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, designed to incorporate a video display or screen",852872000080,"8528 72 -- Other, colour"
85287210,"Television projection equipment, colour, designed to incorporate a video display or screen",852872100080,8528 72 10 --- Television projection equipment
85287220,"Reception apparatus for television, colour, incorporating a video recorder or reproducer",852872200080,8528 72 20 --- Apparatus incorporating a video recorder or reproducer
85287230,"Reception apparatus for television, colour, with integral tube (excl. incorporating video recording or reproducing apparatus, and monitors)",852872300080,8528 72 30 ---- With integral tube
85287240,"Reception apparatus for television, colour, with LCD screen (excl. incorporating video recording or reproducing apparatus, and monitors, and television projection equipment)",852872400080,8528 72 40 ---- With a screen of the liquid crystal display (LCD) technology
